,subTypeName,dealnum,close,open,low,average,dealamount,indate,high,deal
176,SZ2015,109364,40,44,37.56,0,3620320,2016/6/27,40,39.6
177,SZ2013,1,38.05,38.05,38.05,0,38.05,2016/6/27,38.05,38.05
178,湖北,704,16.67,15.05,15.05,0,11723.4,2016/6/27,16.7,16.65
179,重庆,0,10,10,10,0,0,2016/6/27,10,10
180,北京,19246,54.77,54.77,54.77,0,1054140,2016/6/24,54.77,54.77
181,上海,379977,9.3,9.3,9.3,0,3616670,2016/6/24,10.1,9.52
182,广东,101,9.32,10.36,9.32,0,941.32,2016/6/24,9.32,9.32
183,天津,60753,14,14,14,0,850542,2016/6/24,14,14
184,SZ2015,101005,40,36,36,0,3051180,2016/6/24,44,38.62
185,SZ2013,0,46.98,46.98,46.98,0,0,2016/6/24,46.98,46.98
186,SZ2014,14771,44.45,36.37,36.37,0,540367,2016/6/24,44.45,36.58
187,湖北,6824,16.07,16.4,15.7,0,110543,2016/6/24,16.65,16.2
188,重庆,0,10,10,10,0,0,2016/6/24,10,10
189,北京,21672,54,54,54,0,1170230,2016/6/23,54,54
190,上海,29887,9.2,8.5,8.5,0,264618,2016/6/23,9.2,8.85
191,广东,13,10.36,11,9.9,0,134.62,2016/6/23,11.38,10.36
192,天津,0,17.5,17.5,17.5,0,0,2016/6/23,17.5,17.5
193,SZ2013,1113,46.98,38.44,38.44,0,42795.4,2016/6/23,46.98,38.45
194,SZ2014,26799,40.41,40.41,40.41,0,987044,2016/6/23,42,40.54
195,SZ2015,28371,40,37.8,37.8,0,863052,2016/6/23,40,37.99
196,湖北,8112,16.56,16.5,16.65,0,134254,2016/6/23,16.65,16.55
197,重庆,0,10,10,10,0,0,2016/6/23,10,10
198,北京,71338,53.06,53.06,53.06,0,3784900,2016/6/22,53.06,53.06
199,上海,72901,8.4,8,7.6,0,566714,2016/6/22,8.4,7.77
200,广东,24118,11,11.47,10.32,0,265356,2016/6/22,12.62,11
201,天津,4480,17.5,17.5,17.5,0,78400,2016/6/22,17.5,17.5
202,SZ2013,1801,42.71,34.95,34.95,0,71032.7,2016/6/22,42.71,39.44
203,SZ2014,10773,44.9,36.74,36.74,0,397503,2016/6/22,44.9,36.9
204,SZ2015,630,42,37.8,37.8,0,26975.2,2016/6/22,46,42.82
205,湖北,3451,16.51,16.6,16.5,0,56975.5,2016/6/22,16.6,16.5
206,重庆,0,10,10,10,0,0,2016/6/22,10,10
207,北京,37963,54.71,54.71,54.71,0,2077080,2016/6/21,54.71,54.71
208,上海,42131,7.5,7.5,7.3,0,320212,2016/6/21,7.6,7.6
209,广东,1670,11.47,11.74,10.57,0,19151.8,2016/6/21,12.91,11.47
210,天津,0,19,19,19,0,0,2016/6/21,19,19
211,SZ2014,9746,40.82,40.82,40.82,0,398434,2016/6/21,49.9,40.88
212,SZ2015,71425,42,36,36,0,2087570,2016/6/21,42,36
213,SZ2013,4,38.83,41,38.83,0,166.11,2016/6/21,47.45,41.53
214,湖北,41500,16.58,16.5,16.5,0,686700,2016/6/21,16.6,16.55
215,重庆,0,10,10,10,0,0,2016/6/21,10,10
216,北京,12955,53.66,53.66,53.66,0,695101,2016/6/20,53.66,53.66
217,上海,160651,7.5,7.3,7.3,0,1198950,2016/6/20,7.6,7.14
218,广东,177666,11.74,12.68,11.41,0,2341940,2016/6/20,13,13.18
219,天津,0,19,19,19,0,0,2016/6/20,19,19
220,SZ2015,6962,40,36,36,0,250644,2016/6/20,44,36
221,SZ2013,3434,43.14,35.3,35.3,0,121236,2016/6/20,43.14,35.3
222,SZ2014,36354,45.36,45.36,45.36,0,1282930,2016/6/20,55.44,47.38
223,湖北,9601,16.42,16.12,16.12,0,157361,2016/6/20,16.5,16.39
224,重庆,0,10,10,10,0,0,2016/6/20,10,10
225,北京,8625,52.83,52.83,52.83,0,455659,2016/6/19,52.83,52.83
226,上海,0,7.3,7.3,6.6,0,0,2016/6/19,8,6.96
227,广东,84364,12.68,12.37,11.13,0,1070060,2016/6/19,13.61,12.68
228,天津,0,19,19,19,0,0,2016/6/19,19,19
229,SZ2013,0,39.22,32.09,32.09,0,0,2016/6/19,39.22,32.1
230,SZ2014,0,50.4,50.4,50.4,0,0,2016/6/19,50.4,50.4
231,SZ2015,0,40,36,36,0,0,2016/6/19,44,36.04
232,湖北,0,16.02,16.7,16.02,0,0,2016/6/19,16.7,16.02
233,重庆,0,10,10,10,0,0,2016/6/19,10,10
234,北京,8980,51.19,51.19,51.19,0,459699,2016/6/18,51.19,51.19
235,上海,0,7.3,7.3,6.6,0,0,2016/6/18,8,6.96
236,广东,71327,12.37,12.37,12.37,0,882175,2016/6/18,12.37,12.37
237,天津,0,19,19,19,0,0,2016/6/18,19,19
238,SZ2013,0,39.22,32.09,32.09,0,0,2016/6/18,39.22,32.1
239,SZ2014,0,50.4,50.4,50.4,0,0,2016/6/18,50.4,50.4
240,SZ2015,0,40,36,36,0,0,2016/6/18,44,36.04
241,湖北,0,16.02,16.7,16.02,0,0,2016/6/18,16.7,16.02
242,重庆,0,10,10,10,0,0,2016/6/18,10,10
243,北京,52022,50.21,50.21,50.21,0,2611790,2016/6/17,50.21,50.21
244,上海,159978,7.3,7.3,6.6,0,1113560,2016/6/17,8,6.96
245,广东,108971,12.7,12.86,11.57,0,1384130,2016/6/17,14.15,12.7
246,天津,100,19,19,19,0,1900,2016/6/17,19,19
247,SZ2014,25310,50.4,50.4,50.4,0,1120500,2016/6/17,50.4,50.4
248,SZ2015,9409,40,40,40,0,339124,2016/6/17,40,40
249,SZ2013,901,39.22,39.22,39.22,0,28920.2,2016/6/17,39.22,39.22
250,湖北,4001,16.02,16.7,16.02,0,64096.7,2016/6/17,16.7,16.02
251,重庆,0,10,10,10,0,0,2016/6/17,10,10
252,北京,46075,48.68,48.68,48.68,0,2242910,2016/6/16,48.68,48.68
253,上海,101184,7.3,6.6,6.6,0,692720,2016/6/16,7.3,6.85
254,广东,100833,12.86,13,11.7,0,1266760,2016/6/16,14.3,12.56
255,天津,0,21.05,21.05,21.05,0,0,2016/6/16,21.05,21.05
256,SZ2015,7727,40,36,36,0,296324,2016/6/16,44,38.35
257,SZ2013,684,35.65,35.64,35.64,0,26112.6,2016/6/16,42.05,38.18
258,SZ2014,58211,56,49.01,49.01,0,2238400,2016/6/16,56,49.01
259,湖北,3058,16.07,16.5,15.99,0,49150.9,2016/6/16,16.5,16.07
260,重庆,0,10,10,10,0,0,2016/6/16,10,10
261,北京,47456,45.67,45.67,45.67,0,2167200,2016/6/15,45.67,45.67
262,上海,61495,6.6,6.5,6.2,0,400188,2016/6/15,6.6,6.51
263,广东,158620,13,12.98,11.68,0,1962720,2016/6/15,14.25,12.37
264,天津,80,21.05,21.05,21.05,0,1684,2016/6/15,21.05,21.05
265,SZ2013,64,39.6,39.6,39.6,0,2534.4,2016/6/15,39.6,39.6
266,SZ2014,26652,54.45,44.55,44.55,0,1069240,2016/6/15,54.45,44.99
267,SZ2015,3,40,36,40,0,120,2016/6/15,40,40
268,湖北,17971,16.49,16,16,0,291472,2016/6/15,16.8,16.22
269,重庆,0,10,10,10,0,0,2016/6/15,10,10
270,北京,129272,50.83,50.83,50.83,0,6571130,2016/6/14,50.83,50.83
271,上海,185798,6.1,5.8,5.8,0,1090020,2016/6/14,6.3,5.87
272,广东,136248,12.98,12.07,11.01,0,1768050,2016/6/14,13.28,12.98
273,天津,100,21,21,21,0,2100,2016/6/14,21,21
274,SZ2013,1012,39.6,32.4,32.4,0,32796,2016/6/14,39.6,32.41
275,SZ2014,20001,49.5,49.5,49.5,0,770050,2016/6/14,49.5,49.5
276,SZ2015,10300,40,36,36,0,395562,2016/6/14,44,38.4
277,湖北,14569,16,15.7,15.7,0,228736,2016/6/14,16,15.7
278,重庆,0,10,10,10,0,0,2016/6/14,10,10
279,北京,121208,51.16,51.16,51.16,0,6148780,2016/6/13,51.16,51.16
280,上海,235441,5.7,5.5,5.5,0,1308800,2016/6/13,6.2,5.56
281,广东,259538,12.07,11.54,10.88,0,3132460,2016/6/13,12.69,12.07
282,天津,0,20.95,20.95,20.95,0,0,2016/6/13,20.95,20.95
283,SZ2014,2079,45,45,45,0,93565,2016/6/13,45,45
284,SZ2015,6389,40,38,37.04,0,244330,2016/6/13,42,38.24
285,SZ2013,3001,36,36,36,0,108036,2016/6/13,36,36
286,湖北,31500,15.83,16.5,15.8,0,498750,2016/6/13,16.5,15.83
287,重庆,0,10,10,10,0,0,2016/6/13,10,10
288,北京,121208,50.73,50.73,50.73,0,6148780,2016/6/12,50.73,50.73
289,上海,0,5.6,5.4,5.4,0,0,2016/6/12,6.1,5.58
290,广东,111372,11.54,10.74,9.67,0,1285270,2016/6/12,11.81,11.54
291,天津,0,20.95,20.95,20.95,0,0,2016/6/12,20.95,20.95
292,SZ2015,0,41.16,36,33.68,0,0,2016/6/12,41.16,34.6
293,SZ2013,0,40,41.51,40,0,0,2016/6/12,41.51,40.76
294,SZ2014,0,50,41.6,41.6,0,0,2016/6/12,50,42.2
295,湖北,0,15.79,15.78,15.79,0,0,2016/6/12,17,16.77
296,重庆,0,10,10,10,0,0,2016/6/12,10,10
297,北京,113015,50.94,50.94,50.94,0,5756670,2016/6/8,50.94,50.94
298,上海,42150,5.6,5.4,5.4,0,235315,2016/6/8,6.1,5.58
299,广东,15373,10.74,11.87,10.68,0,171751,2016/6/8,13.05,11.17
300,天津,0,20.95,20.95,20.95,0,0,2016/6/8,20.95,20.95
301,SZ2013,2,40,41.51,40,0,81.51,2016/6/8,41.51,40.76
302,SZ2014,13863,50,41.6,41.6,0,485806,2016/6/8,50,42.2
303,SZ2015,3605700,41.16,36,33.68,0,89297200,2016/6/8,41.16,34.6
304,湖北,55701,15.79,15.78,15.79,0,934301,2016/6/8,17,16.77
305,重庆,0,10,10,10,0,0,2016/6/8,10,10
306,北京,114270,50.25,50.25,50.25,0,5742220,2016/6/7,50.25,50.25
307,上海,132576,5.5,5.5,5.3,0,677053,2016/6/7,5.5,5.11
308,广东,500,11.87,13.19,11.87,0,5935,2016/6/7,11.87,11.87
309,天津,80,20.95,20.95,20.95,0,1676,2016/6/7,20.95,20.95
310,SZ2013,335,37.74,37.74,30.88,0,11991.2,2016/6/7,37.74,35.56
311,SZ2014,3002,46.12,37.74,37.74,0,113304,2016/6/7,46.12,37.74
312,SZ2015,55991,37.42,38,37.42,0,2127520,2016/6/7,38,37.92
313,湖北,30251,16.5,15.7,15.1,0,473247,2016/6/7,16.5,15.64
314,重庆,0,10,10,10,0,0,2016/6/7,10,10
315,北京,92382,52.03,52.03,52.03,0,4806460,2016/6/6,52.03,52.03
316,上海,12000,5.4,5.5,5.3,0,63900,2016/6/6,5.5,5.33
317,广东,333400,13.19,14.66,13.19,0,3980300,2016/6/6,13.19,11.94
318,天津,0,21,21,21,0,0,2016/6/6,21,21
319,SZ2014,437,41.93,41.93,41.93,0,18360.7,2016/6/6,51.25,42.02
320,SZ2015,22511,41.58,38,38,0,624622,2016/6/6,41.58,38
321,SZ2013,1722,34.31,28.07,28.07,0,48342.8,2016/6/6,34.31,28.07
322,湖北,52247,16.61,15.5,15.5,0,858298,2016/6/6,16.66,16.43
323,重庆,0,10,10,10,0,0,2016/6/6,10,10
324,北京,62126,51.42,51.42,51.42,0,3194810,2016/6/3,51.42,51.42
325,上海,35200,5.3,5.2,5.2,0,185560,2016/6/3,5.3,5.27
326,广东,703589,14.66,14.66,14.66,0,8615330,2016/6/3,14.66,14.66
327,天津,10000,21,21,21,0,210000,2016/6/3,21,21
328,SZ2015,14508,37.8,37.8,37.8,0,464408,2016/6/3,37.8,37.8
329,SZ2013,410,31.19,31.19,31.19,0,12787.9,2016/6/3,31.19,31.19
330,SZ2014,4157,46.59,46.59,42,0,174599,2016/6/3,46.59,42
331,湖北,35932,16.28,16.5,15.62,0,569157,2016/6/3,16.5,15.84
332,重庆,0,10,10,10,0,0,2016/6/3,10,10
333,北京,84104,50.64,50.64,50.64,0,4259340,2016/6/2,50.64,50.64
334,上海,11350,5.8,5,5,0,57575,2016/6/2,5.8,5.07
335,广东,666975,14.66,14.58,13.12,0,8118890,2016/6/2,16.04,12.17
336,天津,80,23.05,23.05,23.05,0,1844,2016/6/2,23.05,23.05
337,SZ2013,1056,34.65,34.65,34.65,0,36598.1,2016/6/2,42.35,34.66
338,SZ2014,9231,42.35,34.65,34.65,0,324787,2016/6/2,42.35,35.18
339,SZ2015,20062,42,37.8,37.8,0,590348,2016/6/2,42,37.87
340,湖北,50839,15.58,15.3,15.3,0,789170,2016/6/2,15.74,15.52
341,重庆,0,10,10,10,0,0,2016/6/2,10,10
342,北京,62685,53.38,53.38,53.38,0,3346130,2016/6/1,53.38,53.38
343,上海,64010,5.3,5.5,5.2,0,343863,2016/6/1,5.5,5.37
344,广东,217076,14.58,14.58,14.58,0,3129290,2016/6/1,14.58,14.58
345,天津,0,23.01,23.01,23.01,0,0,2016/6/1,23.01,23.01
346,SZ2013,330,38.5,31.5,31.5,0,10409,2016/6/1,38.5,31.54
347,SZ2014,825,38.5,36.23,31.5,0,27535.2,2016/6/1,38.5,33.38
348,SZ2015,21002,42,41,37.62,0,626280,2016/6/1,42,37.62
349,湖北,20812,15.5,15.76,15.49,0,323356,2016/6/1,15.76,15.54
350,重庆,0,10,10,10,0,0,2016/6/1,10,10
351,北京,42143,51,51,51,0,2149090,2016/5/31,51,51
352,上海,20187,5.5,5.4,5.4,0,110996,2016/5/31,5.5,5.5
353,广东,6,14.58,16.2,14.58,0,89.64,2016/5/31,14.58,14.94
354,天津,0,23.01,23.01,23.01,0,0,2016/5/31,23.01,23.01
355,SZ2014,19693,35,34.99,34.99,0,611446,2016/5/31,35,34.99
356,SZ2015,13430,41.8,38.19,34.2,0,498816,2016/5/31,41.8,37.14
357,SZ2013,133,35,35,35,0,4655,2016/5/31,35,35
358,湖北,33019,15.33,14.81,14.81,0,500923,2016/5/31,15.6,15.17
359,重庆,0,10,10,10,0,0,2016/5/31,10,10
360,北京,52198,51.16,51.16,51.16,0,2670560,2016/5/30,51.16,51.16
361,上海,11301,5.2,5,5,0,58447,2016/5/30,5.3,5.17
362,广东,170802,16.2,16.2,16.2,0,2562030,2016/5/30,16.2,16.2
363,天津,0,23.01,23.01,23.01,0,0,2016/5/30,23.01,23.01
364,SZ2015,5284,38,44,37.8,0,213995,2016/5/30,44,40.5
365,SZ2013,4,38.51,38.51,38.51,0,154.04,2016/5/30,38.51,38.51
366,SZ2014,1279,38.88,36,36,0,46046.9,2016/5/30,38.88,36
367,湖北,25466,15.39,15.6,15.38,0,392039,2016/5/30,15.6,15.39
368,重庆,0,10,10,10,0,0,2016/5/30,10,10
369,北京,74068,52.19,52.19,52.19,0,3865960,2016/5/27,52.19,52.19
370,上海,1000,5,5,5,0,5000,2016/5/27,5,5
371,广东,459,16.2,15.5,16.2,0,7435.8,2016/5/27,16.2,16.2
372,天津,0,23.01,23.01,23.01,0,0,2016/5/27,23.01,23.01
373,SZ2013,2053,35.01,35.01,35.01,0,58831.2,2016/5/27,35.01,35.01
374,SZ2014,5184,40,40,40,0,188015,2016/5/27,40,40
375,SZ2015,6001,42,42,42,0,226842,2016/5/27,42,42
376,湖北,50092,15.5,16.3,15,0,762297,2016/5/27,16.3,15.22
377,重庆,0,10,10,10,0,0,2016/5/27,10,10
378,北京,41557,52.2,52.2,52.2,0,2169200,2016/5/26,52.2,52.2
379,上海,749,5,5,5,0,3970,2016/5/26,5,5
380,广东,0,15.5,14.5,15.5,0,0,2016/5/26,15.5,15.5
381,天津,60,23.02,23.02,23.02,0,1381,2016/5/26,23.02,23.02
382,SZ2014,4011,40,45,40,0,180490,2016/5/26,45,45
383,SZ2015,16753,42,36,36,0,626714,2016/5/26,44,37.41
384,SZ2013,105,31.83,31.83,31.83,0,3342.15,2016/5/26,31.83,31.83
385,湖北,27051,15.64,16,15.5,0,423113,2016/5/26,16,15.64
386,重庆,0,10,10,10,0,0,2016/5/26,10,10
387,北京,65351,51.99,51.99,51.99,0,3397580,2016/5/25,51.99,51.99
388,上海,38780,4.7,4.7,4.7,0,183914,2016/5/25,4.9,4.74
389,广东,901,15.5,14.5,13.26,0,11946.3,2016/5/25,15.5,13.26
390,天津,80,23,23,23,0,1840,2016/5/25,23,23
391,SZ2015,101,40,36.9,36.9,0,3730,2016/5/25,40,36.93
392,SZ2013,1003,35.37,35.37,35.37,0,35476.1,2016/5/25,35.37,35.37
393,SZ2014,13001,43.56,43.56,43.56,0,440484,2016/5/25,43.56,43.56
394,湖北,2253,15.73,15.8,14,0,35438.4,2016/5/25,16.13,15.73
395,重庆,0,10,10,10,0,0,2016/5/25,10,10
396,北京,18261,50.39,50.39,50.39,0,920142,2016/5/24,50.39,50.39
397,上海,11956,5.2,4.9,4.6,0,56384.8,2016/5/24,5.2,4.71
398,广东,70810,14.5,15.56,14.09,0,788552,2016/5/24,14.5,11.14
399,天津,0,23,23,23,0,0,2016/5/24,23,23
400,SZ2013,0,39.3,39.3,39.3,0,0,2016/5/24,39.3,39.3
401,SZ2014,10338,48.4,40,40,0,443407,2016/5/24,48.4,42.89
402,SZ2015,1501,41,36,36,0,54041,2016/5/24,41,36
403,湖北,90762,14.66,16.15,14.6,0,1360880,2016/5/24,16.15,14.99
404,重庆,0,10,10,10,0,0,2016/5/24,10,10
405,北京,127317,47.44,47.44,47.44,0,6039680,2016/5/23,47.44,47.44
406,上海,2651,5,4.7,4.7,0,12478.7,2016/5/23,5,4.71
407,广东,400000,15.65,15.65,15.65,0,5400000,2016/5/23,15.65,15.65
408,天津,0,23.06,23.06,23.06,0,0,2016/5/23,23.06,23.06
409,SZ2013,1,39.3,39.3,39.3,0,39.3,2016/5/23,39.3,39.3
410,SZ2014,4004,44,36,36,0,144172,2016/5/23,44,36.01
411,SZ2015,2001,40,36.9,36.9,0,73840,2016/5/23,40,36.9
412,湖北,127204,15.78,15.6,15.1,0,1943960,2016/5/23,16.5,15.28
413,重庆,0,10,10,10,0,0,2016/5/23,10,10
414,北京,68293,41.96,41.96,41.96,0,2865610,2016/5/20,41.96,41.96
415,上海,0,5,5,4.1,0,0,2016/5/20,5,5
416,广东,200000,15.65,15.65,15.65,0,2192000,2016/5/20,15.65,15.65
417,天津,60,23.06,23.06,23.06,0,1384,2016/5/20,23.06,23.06
418,SZ2014,13012,44,36,36,0,406448,2016/5/20,44,36.01
419,SZ2015,10002,39.3,39.3,39.3,0,308879,2016/5/20,39.3,39.3
420,SZ2013,0,43.67,43.67,43.67,0,0,2016/5/20,43.67,43.67
421,湖北,26905,16.31,16.2,16.15,0,438546,2016/5/20,17.1,16.3
422,重庆,0,10,10,10,0,0,2016/5/20,10,10
423,北京,13523,42.11,42.11,42.11,0,569396,2016/5/19,42.11,42.11
424,上海,44588,5,4.1,4.1,0,187586,2016/5/19,5,4.21
425,广东,210,15.65,15,13.5,0,2206.51,2016/5/19,15.7,10.51
426,天津,0,23.05,23.05,23.05,0,0,2016/5/19,23.05,23.05
427,SZ2015,10002,39.3,39.3,39.3,0,308879,2016/5/19,39.3,39.3
428,SZ2013,0,43.67,43.67,43.67,0,0,2016/5/19,43.67,43.67
429,SZ2014,13012,44,36,36,0,406448,2016/5/19,44,36.01
430,湖北,28724,16.97,17.15,16.9,0,488633,2016/5/19,17.15,17.01
431,重庆,0,10,10,10,0,0,2016/5/19,10,10
432,北京,15349,53.05,53.05,53.05,0,814214,2016/5/18,53.05,53.05
433,上海,5840,4.5,4.3,4.3,0,25242,2016/5/18,4.8,4.32
434,广东,150012,15,16.01,14.41,0,2340190,2016/5/18,15,15.6
435,天津,0,23.05,23.05,23.05,0,0,2016/5/18,23.05,23.05
436,SZ2013,100,43.67,43.67,43.67,0,4367,2016/5/18,43.67,43.67
437,SZ2014,16014,40,40,39.12,0,626448,2016/5/18,40,39.12
438,SZ2015,10003,43.67,43.67,43.67,0,340131,2016/5/18,43.67,43.67
439,湖北,19899,17.15,16.5,16.5,0,341916,2016/5/18,17.26,17.18
440,重庆,0,10,10,10,0,0,2016/5/18,10,10
441,北京,23757,51.98,51.98,51.98,0,1234850,2016/5/17,51.98,51.98
442,上海,7348,4.8,4.8,4.2,0,32760.4,2016/5/17,4.8,4.46
443,广东,0,16.01,15.6,14.04,0,0,2016/5/17,16.2,16.01
444,天津,40,23.05,23.05,23.05,0,922,2016/5/17,23.05,23.05
445,SZ2013,4705,48.52,39.7,39.7,0,186833,2016/5/17,48.52,39.71
446,SZ2014,7106,40,37.5,36.45,0,259163,2016/5/17,44.55,36.47
447,SZ2015,11264,48.52,39.7,39.7,0,359045,2016/5/17,48.52,39.75
448,湖北,8812,17.24,17.98,17,0,152214,2016/5/17,17.98,17.27
449,重庆,0,10,10,10,0,0,2016/5/17,10,10
450,北京,25642,50.96,50.96,50.96,0,1306670,2016/5/16,50.96,50.96
451,上海,1461,4.6,4.1,4.1,0,6144.1,2016/5/16,4.7,4.21
452,广东,1130,16.01,15.6,14.04,0,18419,2016/5/16,16.2,16.3
453,天津,0,23.08,23.08,23.08,0,0,2016/5/16,23.08,23.08
454,SZ2014,2257,40.5,39.2,39.2,0,88477,2016/5/16,40.5,39.2
455,SZ2015,0,44.11,44.11,44.11,0,0,2016/5/16,44.11,44.11
456,SZ2013,3005,44.11,36.09,36.09,0,108491,2016/5/16,44.11,36.1
457,湖北,139111,17.18,16,16,0,2447210,2016/5/16,17.89,17.59
458,重庆,0,10,10,10,0,0,2016/5/16,10,10
459,北京,52270,51.29,51.29,51.29,0,2680800,2016/5/13,51.29,51.29
460,上海,300,4.3,4.7,4,0,1300,2016/5/13,4.7,4.33
461,广东,300985,15.6,14.32,15.6,0,3881370,2016/5/13,15.6,12.9
462,天津,40,23.08,23.08,23.08,0,923,2016/5/13,23.08,23.08
463,SZ2015,1,44.11,44.11,44.11,0,44.11,2016/5/13,44.11,44.11
464,SZ2013,170,40.1,40.1,40.1,0,6817,2016/5/13,40.1,40.1
465,SZ2014,1026,43.56,53.24,43.56,0,49648.7,2016/5/13,53.24,48.4
466,湖北,14202,17.43,17.2,17.2,0,246746,2016/5/13,17.48,17.37
467,重庆,0,10,10,10,0,0,2016/5/13,10,10
468,北京,18500,49.71,49.71,49.71,0,919672,2016/5/12,49.71,49.71
469,上海,400,4.3,4.5,4.2,0,1720,2016/5/12,5,4.3
470,广东,101108,14.32,14.58,14.3,0,1345240,2016/5/12,16,13.3
471,天津,60,23.1,23.1,23.1,0,1386,2016/5/12,23.1,23.1
472,SZ2013,0,44.55,44.55,44.55,0,0,2016/5/12,44.55,44.55
473,SZ2014,6656,48.4,40,39.6,0,263614,2016/5/12,48.4,39.61
474,SZ2015,3850,49.01,49.01,49.01,0,188688,2016/5/12,49.01,49.01
475,湖北,20163,17.28,17.49,17,0,347502,2016/5/12,17.49,17.23
476,重庆,0,10,10,10,0,0,2016/5/12,10,10
477,北京,65283,46.15,46.15,46.15,0,3013020,2016/5/11,46.15,46.15
478,上海,21035,4.3,5,4.3,0,91012.9,2016/5/11,5,4.33
479,广东,2,14.58,16.2,14.58,0,29.16,2016/5/11,14.58,14.58
480,天津,0,23.17,23.17,23.17,0,0,2016/5/11,23.17,23.17
481,SZ2013,0,44.55,44.55,44.55,0,0,2016/5/11,44.55,44.55
482,SZ2014,9436,44,44,36,0,365740,2016/5/11,44,38.76
483,SZ2015,350,44.55,44.55,44.55,0,15592.5,2016/5/11,44.55,44.55
484,湖北,81732,17.25,17.3,16.8,0,1407750,2016/5/11,17.35,17.23
485,重庆,0,10,10,10,0,0,2016/5/11,10,10
486,北京,4463,46.37,46.37,46.37,0,206929,2016/5/10,46.37,46.37
487,上海,546049,4.8,5.1,4.7,0,2592380,2016/5/10,5.1,4.75
488,广东,907,16.2,16.04,16.2,0,14693,2016/5/10,16.2,16.2
489,天津,80,23.13,23.13,23.13,0,1850,2016/5/10,23.13,23.13
490,SZ2014,3,40,36,36,0,112,2016/5/10,40,37.33
491,SZ2015,0,49.5,49.5,49.5,0,0,2016/5/10,49.5,49.5
492,SZ2013,0,44.55,44.55,44.55,0,0,2016/5/10,44.55,44.55
493,湖北,52338,17.6,17.95,16.5,0,898169,2016/5/10,17.99,17.16
494,重庆,0,10,10,10,0,0,2016/5/10,10,10
495,北京,12096,47.32,47.32,47.32,0,572429,2016/5/9,47.32,47.32
496,上海,546049,4.75,4.75,4.75,0,2592380,2016/5/9,4.75,4.75
497,广东,2100,16.04,15.5,13.95,0,33682.5,2016/5/9,16.2,16.04
498,天津,0,23.17,23.17,23.17,0,0,2016/5/9,23.17,23.17
499,SZ2015,0,49.5,49.5,49.5,0,0,2016/5/9,49.5,49.5
500,SZ2013,0,44.55,44.55,44.55,0,0,2016/5/9,44.55,44.55
501,SZ2014,353,40,36.45,36.45,0,12886.6,2016/5/9,44.55,36.51
502,湖北,72204,18,16.5,16.4,0,1287040,2016/5/9,18.2,17.83
503,重庆,0,10,10,10,0,0,2016/5/9,10,10
504,北京,18754,44.57,44.57,44.57,0,835945,2016/5/6,44.57,44.57
505,上海,304,5,5,5,0,1520,2016/5/6,5,5
506,广东,0,15.5,15.5,15.5,0,0,2016/5/6,15.5,15.5
507,天津,80,23.15,23.15,23.15,0,1852,2016/5/6,23.15,23.15
508,SZ2013,0,44.55,44.55,44.55,0,0,2016/5/6,44.55,44.55
509,SZ2014,0,40.5,45.1,40.5,0,0,2016/5/6,45.1,44.18
510,SZ2015,0,49.5,49.5,49.5,0,0,2016/5/6,49.5,49.5
511,湖北,8327,16.63,16.48,16.4,0,137597,2016/5/6,16.8,16.52
512,重庆,0,10,10,10,0,0,2016/5/6,10,10
513,北京,10234,45.09,45.09,45.09,0,461454,2016/5/5,45.09,45.09
514,上海,0,4.5,4.5,4.5,0,0,2016/5/5,4.5,4.5
515,广东,557,15.5,14.23,15.5,0,8633.5,2016/5/5,15.5,15.5
516,天津,60,23.17,23.17,23.17,0,1390,2016/5/5,23.17,23.17
517,SZ2013,0,44.55,36.45,36.45,0,0,2016/5/5,44.55,36.45
518,SZ2014,5,40.5,45.1,40.5,0,220.9,2016/5/5,45.1,44.18
519,SZ2015,0,49.5,49.5,49.5,0,0,2016/5/5,49.5,49.5
520,湖北,81288,16.6,14.09,14.09,0,1154720,2016/5/5,17.21,14.21
521,重庆,0,10,10,10,0,0,2016/5/5,10,10
522,北京,10370,51.02,51.02,51.02,0,529118,2016/5/4,51.02,51.02
523,上海,190,4.5,4.6,4.4,0,877,2016/5/4,4.7,4.62
524,广东,2774,14.23,12.96,11.66,0,39482.9,2016/5/4,14.25,14.23
525,天津,80,23.19,23.19,23.19,0,1855,2016/5/4,23.19,23.19
526,SZ2014,5501,41,43.57,36.9,0,223001,2016/5/4,43.57,40.54
527,SZ2015,0,49.5,49.5,49.5,0,0,2016/5/4,49.5,49.5
528,SZ2013,8294,44.55,36.45,36.45,0,302349,2016/5/4,44.55,36.45
529,湖北,254733,15.66,15.43,15.43,0,3935690,2016/5/4,17,15.45
530,重庆,0,10,10,10,0,0,2016/5/4,10,10
531,北京,400,49.2,49.2,49.2,0,19680,2016/5/3,49.2,49.2
532,上海,16844,4.4,4.8,4.4,0,75735.6,2016/5/3,4.9,4.5
533,广东,36233,12.96,11.89,10.7,0,469473,2016/5/3,13.05,12.96
534,天津,80,23.18,23.18,23.18,0,1854,2016/5/3,23.18,23.18
535,SZ2015,10,49.5,49.5,49.5,0,495,2016/5/3,49.5,49.5
536,SZ2013,20,40.5,40.5,40.5,0,810,2016/5/3,40.5,40.5
537,SZ2014,2209,41,37.42,37.42,0,82730.9,2016/5/3,45.74,37.45
538,湖北,109042,17.14,18.4,16.56,0,1830260,2016/5/3,18.4,16.78
539,重庆,0,10,10,10,0,0,2016/5/3,10,10
540,北京,1900,49.7,49.7,49.7,0,94430,2016/4/29,49.7,49.7
