date,hour,max_load,weekday,holiday
2011-02-02 07,7,10241,3,-1
2011-02-02 08,8,10680,3,-1
2011-02-02 09,9,11139,3,-1
2011-02-02 10,10,11390,3,-1
2011-02-02 11,11,11495,3,-1
2011-02-02 12,12,11320,3,-1
2011-02-02 13,13,11291,3,-1
2011-02-02 14,14,11118,3,-1
2011-02-02 15,15,11225,3,-1
2011-02-02 16,16,11551,3,-1
2011-02-02 17,17,12010,3,-1
2011-02-02 18,18,12074,3,-1
2011-02-02 19,19,12506,3,-1
2011-02-02 20,20,12790,3,-1
2011-02-02 21,21,12756,3,-1
2011-02-02 22,22,12594,3,-1
2011-02-02 23,23,12435,3,-1
2011-02-03 00,0,11929,4,-1
2011-02-03 01,1,10393,4,-1
2011-02-03 02,2,9496,4,-1
2011-02-03 03,3,9175,4,-1
2011-02-03 04,4,9089,4,-1
2011-02-03 05,5,9268,4,-1
2011-02-03 06,6,9085,4,-1
2011-02-03 07,7,9280,4,-1
2011-02-03 08,8,9985,4,-1
2011-02-03 09,9,10477,4,-1
2011-02-03 10,10,10482,4,-1
2011-02-03 11,11,10450,4,-1
2011-02-03 12,12,10380,4,-1
2011-02-03 13,13,10381,4,-1
2011-02-03 14,14,10165,4,-1
2011-02-03 15,15,10157,4,-1
2011-02-03 16,16,10884,4,-1
2011-02-03 17,17,11374,4,-1
2011-02-03 18,18,11768,4,-1
2011-02-03 19,19,11899,4,-1
2011-02-03 20,20,11919,4,-1
2011-02-03 21,21,12152,4,-1
2011-02-03 22,22,11877,4,-1
2011-02-03 23,23,11244,4,-1
2011-02-04 00,0,10454,5,-1
2011-02-04 01,1,9508,5,-1
2011-02-04 02,2,9024,5,-1
2011-02-04 03,3,8840,5,-1
2011-02-04 04,4,8736,5,-1
2011-02-04 05,5,8965,5,-1
2011-02-04 06,6,9112,5,-1
2011-02-04 07,7,9323,5,-1
2011-02-04 08,8,9962,5,-1
2011-02-04 09,9,10373,5,-1
2011-02-04 10,10,10588,5,-1
2011-02-04 11,11,10449,5,-1
2011-02-04 12,12,10235,5,-1
2011-02-04 13,13,9989,5,-1
2011-02-04 14,14,9796,5,-1
2011-02-04 15,15,9870,5,-1
2011-02-04 16,16,10198,5,-1
2011-02-04 17,17,11168,5,-1
2011-02-04 18,18,11528,5,-1
2011-02-04 19,19,11684,5,-1
2011-02-04 20,20,11797,5,-1
2011-02-04 21,21,11559,5,-1
2011-02-04 22,22,11153,5,-1
2011-02-04 23,23,10533,5,-1
2011-02-05 00,0,10055,6,1
2011-02-05 01,1,9511,6,1
2011-02-05 02,2,9052,6,1
2011-02-05 03,3,8814,6,1
2011-02-05 04,4,8881,6,1
2011-02-05 05,5,8955,6,1
2011-02-05 06,6,8814,6,1
2011-02-05 07,7,9534,6,1
2011-02-05 08,8,9999,6,1
2011-02-05 09,9,10318,6,1
2011-02-05 10,10,10771,6,1
2011-02-05 11,11,10736,6,1
2011-02-05 12,12,10427,6,1
2011-02-05 13,13,9983,6,1
2011-02-05 14,14,9784,6,1
2011-02-05 15,15,9890,6,1
2011-02-05 16,16,10644,6,1
2011-02-05 17,17,11270,6,1
2011-02-05 18,18,11642,6,1
2011-02-05 19,19,11764,6,1
2011-02-05 20,20,11900,6,1
2011-02-05 21,21,11799,6,1
2011-02-05 22,22,11657,6,1
2011-02-05 23,23,10989,6,1
2011-02-06 00,0,10238,7,1
2011-02-06 01,1,9611,7,1
2011-02-06 02,2,9130,7,1
2011-02-06 03,3,8916,7,1
2011-02-06 04,4,8985,7,1
2011-02-06 05,5,9102,7,1
2011-02-06 06,6,9101,7,1
2011-02-06 07,7,9641,7,1
2011-02-06 08,8,10121,7,1
2011-02-06 09,9,10732,7,1
2011-02-06 10,10,11252,7,1
2011-02-06 11,11,11364,7,1
2011-02-06 12,12,10931,7,1
2011-02-06 13,13,10526,7,1
2011-02-06 14,14,10242,7,1
2011-02-06 15,15,10227,7,1
2011-02-06 16,16,10764,7,1
2011-02-06 17,17,11463,7,1
2011-02-06 18,18,11946,7,1
2011-02-06 19,19,12049,7,1
2011-02-06 20,20,12043,7,1
2011-02-06 21,21,12000,7,1
2011-02-06 22,22,11735,7,1
2011-02-06 23,23,11089,7,1
2011-02-07 00,0,10338,1,1
2011-02-07 01,1,9611,1,1
2011-02-07 02,2,9206,1,1
2011-02-07 03,3,9152,1,1
2011-02-07 04,4,9169,1,1
2011-02-07 05,5,9308,1,1
2011-02-07 06,6,9409,1,1
2011-02-07 07,7,9781,1,1
2011-02-07 08,8,10495,1,1
2011-02-07 09,9,11146,1,1
2011-02-07 10,10,11710,1,1
2011-02-07 11,11,11640,1,1
2011-02-07 12,12,11198,1,1
2011-02-07 13,13,10817,1,1
2011-02-07 14,14,10727,1,1
2011-02-07 15,15,10734,1,1
2011-02-07 16,16,11162,1,1
2011-02-07 17,17,11875,1,1
2011-02-07 18,18,12364,1,1
2011-02-07 19,19,12408,1,1
2011-02-07 20,20,12375,1,1
2011-02-07 21,21,12322,1,1
2011-02-07 22,22,11875,1,1
2011-02-07 23,23,11231,1,1
2011-02-08 00,0,10459,2,1
2011-02-08 01,1,10000,2,1
2011-02-08 02,2,9519,2,1
2011-02-08 03,3,9159,2,1
2011-02-08 04,4,9208,2,1
2011-02-08 05,5,9358,2,1
2011-02-08 06,6,9338,2,1
2011-02-08 07,7,10284,2,1
2011-02-08 08,8,11133,2,1
2011-02-08 09,9,11524,2,1
2011-02-08 10,10,11737,2,1
2011-02-08 11,11,11630,2,1
2011-02-08 12,12,11596,2,1
2011-02-08 13,13,11515,2,1
2011-02-08 14,14,11329,2,1
2011-02-08 15,15,11455,2,1
2011-02-08 16,16,11881,2,1
2011-02-08 17,17,12348,2,1
2011-02-08 18,18,12529,2,1
2011-02-08 19,19,12570,2,1
2011-02-08 20,20,12590,2,1
2011-02-08 21,21,12554,2,1
2011-02-08 22,22,12075,2,1
2011-02-08 23,23,11431,2,1
2011-02-09 00,0,10638,3,0
2011-02-09 01,1,9872,3,0
2011-02-09 02,2,9661,3,0
2011-02-09 03,3,9499,3,0
2011-02-09 04,4,9405,3,0
2011-02-09 05,5,9818,3,0
2011-02-09 06,6,9991,3,0
2011-02-09 07,7,11226,3,0
2011-02-09 08,8,13239,3,0
2011-02-09 09,9,14426,3,0
2011-02-09 10,10,14803,3,0
2011-02-09 11,11,14735,3,0
2011-02-09 12,12,14514,3,0
2011-02-09 13,13,14534,3,0
2011-02-09 14,14,14561,3,0
2011-02-09 15,15,14476,3,0
2011-02-09 16,16,14718,3,0
2011-02-09 17,17,14814,3,0
2011-02-09 18,18,14822,3,0
2011-02-09 19,19,14758,3,0
2011-02-09 20,20,14642,3,0
2011-02-09 21,21,13999,3,0
2011-02-09 22,22,13404,3,0
2011-02-09 23,23,12261,3,0
2011-02-10 00,0,11352,4,0
2011-02-10 01,1,10825,4,0
2011-02-10 02,2,10685,4,0
2011-02-10 03,3,10491,4,0
2011-02-10 04,4,10283,4,0
2011-02-10 05,5,10865,4,0
2011-02-10 06,6,10866,4,0
2011-02-10 07,7,12834,4,0
2011-02-10 08,8,14888,4,0
2011-02-10 09,9,16368,4,0
2011-02-10 10,10,16973,4,0
2011-02-10 11,11,16955,4,0
2011-02-10 12,12,16634,4,0
2011-02-10 13,13,17306,4,0
2011-02-10 14,14,16587,4,0
2011-02-10 15,15,16587,4,0
2011-02-10 16,16,16786,4,0
2011-02-10 17,17,16578,4,0
2011-02-10 18,18,16526,4,0
2011-02-10 19,19,16404,4,0
2011-02-10 20,20,16286,4,0
2011-02-10 21,21,16120,4,0
2011-02-10 22,22,15182,4,0
2011-02-10 23,23,14004,4,0
2011-02-11 00,0,12599,5,0
2011-02-11 01,1,12006,5,0
2011-02-11 02,2,11542,5,0
2011-02-11 03,3,11286,5,0
2011-02-11 04,4,11210,5,0
2011-02-11 05,5,11577,5,0
2011-02-11 06,6,11963,5,0
2011-02-11 07,7,14012,5,0
2011-02-11 08,8,16536,5,0
2011-02-11 09,9,17312,5,0
2011-02-11 10,10,17546,5,0
2011-02-11 11,11,17429,5,0
2011-02-11 12,12,17402,5,0
2011-02-11 13,13,17532,5,0
2011-02-11 14,14,17314,5,0
2011-02-11 15,15,17169,5,0
2011-02-11 16,16,17243,5,0
2011-02-11 17,17,16614,5,0
2011-02-11 18,18,16935,5,0
2011-02-11 19,19,16843,5,0
2011-02-11 20,20,16920,5,0
2011-02-11 21,21,16629,5,0
2011-02-11 22,22,15886,5,0
2011-02-11 23,23,14623,5,0
2011-02-12 00,0,13549,6,0
2011-02-12 01,1,12274,6,0
2011-02-12 02,2,11920,6,0
2011-02-12 03,3,11616,6,0
2011-02-12 04,4,11563,6,0
2011-02-12 05,5,11889,6,0
2011-02-12 06,6,12302,6,0
2011-02-12 07,7,14220,6,0
2011-02-12 08,8,16500,6,0
2011-02-12 09,9,17380,6,0
2011-02-12 10,10,17848,6,0
2011-02-12 11,11,17496,6,0
2011-02-12 12,12,17266,6,0
2011-02-12 13,13,17233,6,0
2011-02-12 14,14,17069,6,0
2011-02-12 15,15,16985,6,0
2011-02-12 16,16,17106,6,0
2011-02-12 17,17,17077,6,0
2011-02-12 18,18,17296,6,0
2011-02-12 19,19,17404,6,0
2011-02-12 20,20,17135,6,0
2011-02-12 21,21,16557,6,0
2011-02-12 22,22,15871,6,0
2011-02-12 23,23,14974,6,0
2011-02-13 00,0,13369,7,1
2011-02-13 01,1,12635,7,1
2011-02-13 02,2,12320,7,1
2011-02-13 03,3,12003,7,1
2011-02-13 04,4,11852,7,1
2011-02-13 05,5,12019,7,1
2011-02-13 06,6,11916,7,1
2011-02-13 07,7,12961,7,1
2011-02-13 08,8,14558,7,1
2011-02-13 09,9,15296,7,1
2011-02-13 10,10,16056,7,1
2011-02-13 11,11,16158,7,1
2011-02-13 12,12,15982,7,1
2011-02-13 13,13,16030,7,1
2011-02-13 14,14,15954,7,1
2011-02-13 15,15,16141,7,1
2011-02-13 16,16,16568,7,1
2011-02-13 17,17,17237,7,1
2011-02-13 18,18,17417,7,1
2011-02-13 19,19,17487,7,1
2011-02-13 20,20,17320,7,1
2011-02-13 21,21,16605,7,1
2011-02-13 22,22,15578,7,1
2011-02-13 23,23,14426,7,1
2011-02-14 00,0,13269,1,0
2011-02-14 01,1,12587,1,0
2011-02-14 02,2,12235,1,0
2011-02-14 03,3,11910,1,0
2011-02-14 04,4,11769,1,0
2011-02-14 05,5,12354,1,0
2011-02-14 06,6,13042,1,0
2011-02-14 07,7,14978,1,0
2011-02-14 08,8,17667,1,0
2011-02-14 09,9,19106,1,0
2011-02-14 10,10,19231,1,0
2011-02-14 11,11,19189,1,0
2011-02-14 12,12,18757,1,0
2011-02-14 13,13,18823,1,0
2011-02-14 14,14,18680,1,0
2011-02-14 15,15,18571,1,0
2011-02-14 16,16,18753,1,0
2011-02-14 17,17,18675,1,0
2011-02-14 18,18,18974,1,0
2011-02-14 19,19,19038,1,0
2011-02-14 20,20,18900,1,0
2011-02-14 21,21,18144,1,0
2011-02-14 22,22,16938,1,0
2011-02-14 23,23,15683,1,0
2011-02-15 00,0,14545,2,0
2011-02-15 01,1,13888,2,0
2011-02-15 02,2,13043,2,0
2011-02-15 03,3,12691,2,0
2011-02-15 04,4,12711,2,0
2011-02-15 05,5,13063,2,0
2011-02-15 06,6,13911,2,0
2011-02-15 07,7,15920,2,0
2011-02-15 08,8,18228,2,0
2011-02-15 09,9,19112,2,0
2011-02-15 10,10,19428,2,0
2011-02-15 11,11,19271,2,0
2011-02-15 12,12,18827,2,0
2011-02-15 13,13,19008,2,0
2011-02-15 14,14,18692,2,0
2011-02-15 15,15,18646,2,0
2011-02-15 16,16,18635,2,0
2011-02-15 17,17,18302,2,0
2011-02-15 18,18,18886,2,0
2011-02-15 19,19,18960,2,0
2011-02-15 20,20,18879,2,0
2011-02-15 21,21,18516,2,0
2011-02-15 22,22,17319,2,0
2011-02-15 23,23,15882,2,0
2011-02-16 00,0,14544,3,0
2011-02-16 01,1,13278,3,0
2011-02-16 02,2,12832,3,0
2011-02-16 03,3,12546,3,0
2011-02-16 04,4,12416,3,0
2011-02-16 05,5,12943,3,0
2011-02-16 06,6,13849,3,0
2011-02-16 07,7,15586,3,0
2011-02-16 08,8,17888,3,0
2011-02-16 09,9,19196,3,0
2011-02-16 10,10,19714,3,0
2011-02-16 11,11,19576,3,0
2011-02-16 12,12,19197,3,0
2011-02-16 13,13,19266,3,0
2011-02-16 14,14,19108,3,0
2011-02-16 15,15,19046,3,0
2011-02-16 16,16,18985,3,0
2011-02-16 17,17,18795,3,0
2011-02-16 18,18,18833,3,0
2011-02-16 19,19,18810,3,0
2011-02-16 20,20,18659,3,0
2011-02-16 21,21,17807,3,0
2011-02-16 22,22,16639,3,0
2011-02-16 23,23,15227,3,0
2011-02-17 00,0,13818,4,0
2011-02-17 01,1,13298,4,0
2011-02-17 02,2,12670,4,0
2011-02-17 03,3,12387,4,0
2011-02-17 04,4,12359,4,0
2011-02-17 05,5,12803,4,0
2011-02-17 06,6,13659,4,0
2011-02-17 07,7,15409,4,0
2011-02-17 08,8,18063,4,0
2011-02-17 09,9,19128,4,0
2011-02-17 10,10,19852,4,0
2011-02-17 11,11,19641,4,0
2011-02-17 12,12,19230,4,0
2011-02-17 13,13,19363,4,0
2011-02-17 14,14,19104,4,0
2011-02-17 15,15,18943,4,0
2011-02-17 16,16,18901,4,0
2011-02-17 17,17,18186,4,0
2011-02-17 18,18,18227,4,0
2011-02-17 19,19,18162,4,0
2011-02-17 20,20,18262,4,0
2011-02-17 21,21,18315,4,0
2011-02-17 22,22,17425,4,0
2011-02-17 23,23,16063,4,0
2011-02-18 00,0,14574,5,0
2011-02-18 01,1,13177,5,0
2011-02-18 02,2,12738,5,0
2011-02-18 03,3,12556,5,0
2011-02-18 04,4,12518,5,0
2011-02-18 05,5,12792,5,0
2011-02-18 06,6,13325,5,0
2011-02-18 07,7,15334,5,0
2011-02-18 08,8,17974,5,0
2011-02-18 09,9,19407,5,0
2011-02-18 10,10,19706,5,0
2011-02-18 11,11,19474,5,0
2011-02-18 12,12,19370,5,0
2011-02-18 13,13,19492,5,0
2011-02-18 14,14,19296,5,0
2011-02-18 15,15,19086,5,0
2011-02-18 16,16,18983,5,0
2011-02-18 17,17,18591,5,0
2011-02-18 18,18,18744,5,0
2011-02-18 19,19,18785,5,0
2011-02-18 20,20,18379,5,0
2011-02-18 21,21,17950,5,0
2011-02-18 22,22,16858,5,0
2011-02-18 23,23,15576,5,0
2011-02-19 00,0,14286,6,1
2011-02-19 01,1,13416,6,1
2011-02-19 02,2,12932,6,1
2011-02-19 03,3,12626,6,1
2011-02-19 04,4,12507,6,1
2011-02-19 05,5,12552,6,1
2011-02-19 06,6,12541,6,1
2011-02-19 07,7,13783,6,1
2011-02-19 08,8,15857,6,1
2011-02-19 09,9,16772,6,1
2011-02-19 10,10,17359,6,1
2011-02-19 11,11,16943,6,1
2011-02-19 12,12,16686,6,1
2011-02-19 13,13,16720,6,1
2011-02-19 14,14,16667,6,1
2011-02-19 15,15,16690,6,1
2011-02-19 16,16,17177,6,1
2011-02-19 17,17,17531,6,1
2011-02-19 18,18,17849,6,1
2011-02-19 19,19,17734,6,1
2011-02-19 20,20,17643,6,1
2011-02-19 21,21,17566,6,1
2011-02-19 22,22,16636,6,1
2011-02-19 23,23,15476,6,1
2011-02-20 00,0,14036,7,1
2011-02-20 01,1,13106,7,1
2011-02-20 02,2,12529,7,1
2011-02-20 03,3,12185,7,1
2011-02-20 04,4,12005,7,1
2011-02-20 05,5,12224,7,1
2011-02-20 06,6,12304,7,1
2011-02-20 07,7,13340,7,1
2011-02-20 08,8,14784,7,1
2011-02-20 09,9,15394,7,1
2011-02-20 10,10,15699,7,1
2011-02-20 11,11,15377,7,1
2011-02-20 12,12,15341,7,1
2011-02-20 13,13,15428,7,1
2011-02-20 14,14,15266,7,1
2011-02-20 15,15,15382,7,1
2011-02-20 16,16,15857,7,1
2011-02-20 17,17,16115,7,1
2011-02-20 18,18,16527,7,1
2011-02-20 19,19,16628,7,1
2011-02-20 20,20,16814,7,1
2011-02-20 21,21,16554,7,1
2011-02-20 22,22,15773,7,1
2011-02-20 23,23,14576,7,1
2011-02-21 00,0,13293,1,0
2011-02-21 01,1,12568,1,0
2011-02-21 02,2,11840,1,0
2011-02-21 03,3,11608,1,0
2011-02-21 04,4,11759,1,0
2011-02-21 05,5,12195,1,0
2011-02-21 06,6,13066,1,0
2011-02-21 07,7,15228,1,0
2011-02-21 08,8,17641,1,0
2011-02-21 09,9,18556,1,0
2011-02-21 10,10,18746,1,0
2011-02-21 11,11,18445,1,0
2011-02-21 12,12,17888,1,0
2011-02-21 13,13,17882,1,0
2011-02-21 14,14,17554,1,0
2011-02-21 15,15,17330,1,0
2011-02-21 16,16,17335,1,0
2011-02-21 17,17,16778,1,0
2011-02-21 18,18,17352,1,0
2011-02-21 19,19,17414,1,0
2011-02-21 20,20,17247,1,0
2011-02-21 21,21,17128,1,0
2011-02-21 22,22,16314,1,0
2011-02-21 23,23,14906,1,0
2011-02-22 00,0,13528,2,0
2011-02-22 01,1,12903,2,0
2011-02-22 02,2,12229,2,0
2011-02-22 03,3,12076,2,0
2011-02-22 04,4,11923,2,0
2011-02-22 05,5,12354,2,0
2011-02-22 06,6,13128,2,0
2011-02-22 07,7,14960,2,0
2011-02-22 08,8,17270,2,0
2011-02-22 09,9,18087,2,0
2011-02-22 10,10,17791,2,0
2011-02-22 11,11,17450,2,0
2011-02-22 12,12,16985,2,0
2011-02-22 13,13,17009,2,0
2011-02-22 14,14,16968,2,0
2011-02-22 15,15,16803,2,0
2011-02-22 16,16,16778,2,0
2011-02-22 17,17,16550,2,0
2011-02-22 18,18,16977,2,0
2011-02-22 19,19,17026,2,0
2011-02-22 20,20,17053,2,0
2011-02-22 21,21,16702,2,0
2011-02-22 22,22,15967,2,0
2011-02-22 23,23,14595,2,0
2011-02-23 00,0,13417,3,0
2011-02-23 01,1,12479,3,0
2011-02-23 02,2,12001,3,0
2011-02-23 03,3,11881,3,0
2011-02-23 04,4,11920,3,0
2011-02-23 05,5,12055,3,0
2011-02-23 06,6,12925,3,0
2011-02-23 07,7,14626,3,0
2011-02-23 08,8,16762,3,0
2011-02-23 09,9,17200,3,0
2011-02-23 10,10,17225,3,0
2011-02-23 11,11,16834,3,0
2011-02-23 12,12,16571,3,0
2011-02-23 13,13,16496,3,0
2011-02-23 14,14,16361,3,0
2011-02-23 15,15,16231,3,0
2011-02-23 16,16,16172,3,0
2011-02-23 17,17,15944,3,0
2011-02-23 18,18,16610,3,0
2011-02-23 19,19,16553,3,0
2011-02-23 20,20,16246,3,0
2011-02-23 21,21,15808,3,0
2011-02-23 22,22,14937,3,0
2011-02-23 23,23,13728,3,0
2011-02-24 00,0,12808,4,0
2011-02-24 01,1,12329,4,0
2011-02-24 02,2,11842,4,0
2011-02-24 03,3,11550,4,0
2011-02-24 04,4,11640,4,0
2011-02-24 05,5,12052,4,0
2011-02-24 06,6,12894,4,0
2011-02-24 07,7,14342,4,0
2011-02-24 08,8,16046,4,0
2011-02-24 09,9,16628,4,0
2011-02-24 10,10,16888,4,0
2011-02-24 11,11,16369,4,0
2011-02-24 12,12,15941,4,0
2011-02-24 13,13,15933,4,0
2011-02-24 14,14,15791,4,0
2011-02-24 15,15,15723,4,0
2011-02-24 16,16,15699,4,0
2011-02-24 17,17,15642,4,0
2011-02-24 18,18,16222,4,0
2011-02-24 19,19,16157,4,0
2011-02-24 20,20,16037,4,0
2011-02-24 21,21,15757,4,0
2011-02-24 22,22,14952,4,0
2011-02-24 23,23,13661,4,0
2011-02-25 00,0,12601,5,0
2011-02-25 01,1,12136,5,0
2011-02-25 02,2,11643,5,0
2011-02-25 03,3,11392,5,0
2011-02-25 04,4,11412,5,0
2011-02-25 05,5,11863,5,0
2011-02-25 06,6,12571,5,0
2011-02-25 07,7,13972,5,0
2011-02-25 08,8,16212,5,0
2011-02-25 09,9,17288,5,0
2011-02-25 10,10,17780,5,0
2011-02-25 11,11,17425,5,0
2011-02-25 12,12,16794,5,0
2011-02-25 13,13,16984,5,0
2011-02-25 14,14,16679,5,0
2011-02-25 15,15,16727,5,0
2011-02-25 16,16,16883,5,0
2011-02-25 17,17,16363,5,0
2011-02-25 18,18,17097,5,0
2011-02-25 19,19,17030,5,0
2011-02-25 20,20,16737,5,0
2011-02-25 21,21,16021,5,0
2011-02-25 22,22,15274,5,0
2011-02-25 23,23,14166,5,0
2011-02-26 00,0,12985,6,1
2011-02-26 01,1,12378,6,1
2011-02-26 02,2,11915,6,1
2011-02-26 03,3,12051,6,1
2011-02-26 04,4,11798,6,1
2011-02-26 05,5,11809,6,1
2011-02-26 06,6,12218,6,1
2011-02-26 07,7,13162,6,1
2011-02-26 08,8,14746,6,1
2011-02-26 09,9,15919,6,1
2011-02-26 10,10,16256,6,1
2011-02-26 11,11,15778,6,1
2011-02-26 12,12,15136,6,1
2011-02-26 13,13,15315,6,1
2011-02-26 14,14,14973,6,1
2011-02-26 15,15,15096,6,1
2011-02-26 16,16,15498,6,1
2011-02-26 17,17,15550,6,1
2011-02-26 18,18,15741,6,1
2011-02-26 19,19,15922,6,1
2011-02-26 20,20,15683,6,1
2011-02-26 21,21,15588,6,1
2011-02-26 22,22,14883,6,1
2011-02-26 23,23,13990,6,1
2011-02-27 00,0,12919,7,1
2011-02-27 01,1,11681,7,1
2011-02-27 02,2,11278,7,1
2011-02-27 03,3,11121,7,1
2011-02-27 04,4,11242,7,1
2011-02-27 05,5,11365,7,1
2011-02-27 06,6,11830,7,1
2011-02-27 07,7,12685,7,1
2011-02-27 08,8,13755,7,1
2011-02-27 09,9,14207,7,1
2011-02-27 10,10,14364,7,1
2011-02-27 11,11,14173,7,1
2011-02-27 12,12,14151,7,1
2011-02-27 13,13,14184,7,1
2011-02-27 14,14,14104,7,1
2011-02-27 15,15,14102,7,1
2011-02-27 16,16,14702,7,1
2011-02-27 17,17,14985,7,1
2011-02-27 18,18,15127,7,1
2011-02-27 19,19,15150,7,1
2011-02-27 20,20,15252,7,1
2011-02-27 21,21,15044,7,1
2011-02-27 22,22,14267,7,1
2011-02-27 23,23,13425,7,1
2011-02-28 00,0,12353,1,0
2011-02-28 01,1,11709,1,0
2011-02-28 02,2,11333,1,0
2011-02-28 03,3,10961,1,0
2011-02-28 04,4,11038,1,0
2011-02-28 05,5,11810,1,0
2011-02-28 06,6,12541,1,0
2011-02-28 07,7,14641,1,0
2011-02-28 08,8,17273,1,0
2011-02-28 09,9,18271,1,0
2011-02-28 10,10,18655,1,0
2011-02-28 11,11,18378,1,0
2011-02-28 12,12,17812,1,0
2011-02-28 13,13,17841,1,0
2011-02-28 14,14,17915,1,0
2011-02-28 15,15,17941,1,0
2011-02-28 16,16,17946,1,0
2011-02-28 17,17,17511,1,0
2011-02-28 18,18,17820,1,0
2011-02-28 19,19,17671,1,0
2011-02-28 20,20,17386,1,0
2011-02-28 21,21,16905,1,0
2011-02-28 22,22,16067,1,0
2011-02-28 23,23,14914,1,0
2011-03-01 00,0,13644,2,0
2011-03-01 01,1,12351,2,0
2011-03-01 02,2,11844,2,0
2011-03-01 03,3,12011,2,0
2011-03-01 04,4,12016,2,0
2011-03-01 05,5,12258,2,0
2011-03-01 06,6,13033,2,0
2011-03-01 07,7,15020,2,0
2011-03-01 08,8,17583,2,0
2011-03-01 09,9,19196,2,0
2011-03-01 10,10,19727,2,0
2011-03-01 11,11,19350,2,0
2011-03-01 12,12,18756,2,0
2011-03-01 13,13,19070,2,0
2011-03-01 14,14,18937,2,0
2011-03-01 15,15,19035,2,0
2011-03-01 16,16,19078,2,0
2011-03-01 17,17,18596,2,0
2011-03-01 18,18,18879,2,0
2011-03-01 19,19,18814,2,0
2011-03-01 20,20,18497,2,0
2011-03-01 21,21,17643,2,0
2011-03-01 22,22,16613,2,0
2011-03-01 23,23,15447,2,0
2011-03-02 00,0,14302,3,0
2011-03-02 01,1,13133,3,0
2011-03-02 02,2,12705,3,0
2011-03-02 03,3,12539,3,0
2011-03-02 04,4,12558,3,0
2011-03-02 05,5,13020,3,0
2011-03-02 06,6,13661,3,0
2011-03-02 07,7,15360,3,0
2011-03-02 08,8,18097,3,0
2011-03-02 09,9,18864,3,0
2011-03-02 10,10,19129,3,0
2011-03-02 11,11,18711,3,0
2011-03-02 12,12,18435,3,0
2011-03-02 13,13,18554,3,0
2011-03-02 14,14,18358,3,0
2011-03-02 15,15,18322,3,0
2011-03-02 16,16,18237,3,0
2011-03-02 17,17,17985,3,0
2011-03-02 18,18,18309,3,0
2011-03-02 19,19,18305,3,0
2011-03-02 20,20,18367,3,0
2011-03-02 21,21,18027,3,0
2011-03-02 22,22,16962,3,0
2011-03-02 23,23,15635,3,0
2011-03-03 00,0,14248,4,0
2011-03-03 01,1,12959,4,0
2011-03-03 02,2,12407,4,0
2011-03-03 03,3,12467,4,0
2011-03-03 04,4,12536,4,0
2011-03-03 05,5,12791,4,0
2011-03-03 06,6,13561,4,0
2011-03-03 07,7,15592,4,0
2011-03-03 08,8,17607,4,0
2011-03-03 09,9,18369,4,0
2011-03-03 10,10,18637,4,0
2011-03-03 11,11,18150,4,0
2011-03-03 12,12,17799,4,0
2011-03-03 13,13,17946,4,0
2011-03-03 14,14,17758,4,0
2011-03-03 15,15,17662,4,0
2011-03-03 16,16,17765,4,0
2011-03-03 17,17,17525,4,0
2011-03-03 18,18,17904,4,0
2011-03-03 19,19,17922,4,0
2011-03-03 20,20,17743,4,0
2011-03-03 21,21,17198,4,0
2011-03-03 22,22,16552,4,0
2011-03-03 23,23,15356,4,0
2011-03-04 00,0,14123,5,0
2011-03-04 01,1,13015,5,0
2011-03-04 02,2,12557,5,0
2011-03-04 03,3,12275,5,0
2011-03-04 04,4,12329,5,0
2011-03-04 05,5,12873,5,0
2011-03-04 06,6,13680,5,0
2011-03-04 07,7,15423,5,0
2011-03-04 08,8,17657,5,0
2011-03-04 09,9,18491,5,0
2011-03-04 10,10,18556,5,0
2011-03-04 11,11,18124,5,0
2011-03-04 12,12,17627,5,0
2011-03-04 13,13,17768,5,0
2011-03-04 14,14,17558,5,0
2011-03-04 15,15,17498,5,0
2011-03-04 16,16,17411,5,0
2011-03-04 17,17,17163,5,0
2011-03-04 18,18,17740,5,0
2011-03-04 19,19,17946,5,0
2011-03-04 20,20,17713,5,0
2011-03-04 21,21,17293,5,0
2011-03-04 22,22,16258,5,0
2011-03-04 23,23,15219,5,0
2011-03-05 00,0,13869,6,1
2011-03-05 01,1,13175,6,1
2011-03-05 02,2,12569,6,1
2011-03-05 03,3,12442,6,1
2011-03-05 04,4,12307,6,1
2011-03-05 05,5,12421,6,1
2011-03-05 06,6,12637,6,1
2011-03-05 07,7,13897,6,1
2011-03-05 08,8,15598,6,1
2011-03-05 09,9,16118,6,1
2011-03-05 10,10,16559,6,1
2011-03-05 11,11,16124,6,1
2011-03-05 12,12,15964,6,1
2011-03-05 13,13,16052,6,1
2011-03-05 14,14,15867,6,1
2011-03-05 15,15,15918,6,1
2011-03-05 16,16,16105,6,1
2011-03-05 17,17,16416,6,1
2011-03-05 18,18,16852,6,1
2011-03-05 19,19,16823,6,1
2011-03-05 20,20,16549,6,1
2011-03-05 21,21,15983,6,1
2011-03-05 22,22,15232,6,1
2011-03-05 23,23,14325,6,1
2011-03-06 00,0,13389,7,1
2011-03-06 01,1,12858,7,1
2011-03-06 02,2,12397,7,1
2011-03-06 03,3,11825,7,1
2011-03-06 04,4,11654,7,1
2011-03-06 05,5,12218,7,1
2011-03-06 06,6,12190,7,1
2011-03-06 07,7,13142,7,1
2011-03-06 08,8,14678,7,1
2011-03-06 09,9,15250,7,1
2011-03-06 10,10,15732,7,1
2011-03-06 11,11,15793,7,1
